,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
6335,462197,0,1,65,0,Engineer,1.0,0,3.0,3,0
6336,461692,0,1,87,0,Artist,0.0,2,1.0,5,0
6337,462019,0,1,56,1,Artist,5.0,0,4.0,5,2
6338,460763,1,0,47,1,Artist,1.0,2,2.0,5,1
6339,465740,0,0,68,1,Doctor,1.0,2,1.0,5,0
6340,460865,1,0,18,0,Healthcare,1.0,2,3.0,3,3
6341,459991,1,1,40,1,Artist,6.0,2,1.0,5,0
6342,463564,0,1,41,1,Doctor,0.0,2,1.0,5,1
6343,463749,1,0,23,0,Healthcare,1.0,2,4.0,5,3
6344,464037,1,0,35,1,Artist,9.0,2,1.0,5,1
6345,459180,1,1,66,1,Executive,1.0,1,2.0,5,2
6346,460901,1,0,22,0,Doctor,8.0,2,3.0,5,3
6347,465312,1,0,23,0,Healthcare,0.0,2,4.0,5,3
6348,466585,1,0,18,0,Marketing,1.0,2,4.0,0,3
6349,460444,1,1,60,0,Artist,0.0,2,1.0,5,1
6350,462209,0,1,40,0,Artist,0.0,2,1.0,3,3
6352,464132,1,0,28,0,Entertainment,1.0,2,2.0,5,3
6353,467601,1,1,42,0,Artist,6.0,2,2.0,5,1
6354,464458,1,0,46,1,Artist,1.0,2,2.0,5,1
6355,466346,0,0,23,0,Healthcare,9.0,2,4.0,3,3
6356,465471,1,1,43,1,Artist,0.0,2,1.0,5,1
6357,460179,0,0,20,0,Entertainment,0.0,2,6.0,1,1
6359,459801,0,0,27,1,Engineer,4.0,2,2.0,5,3
6360,461719,1,1,82,1,Lawyer,0.0,2,1.0,5,3
6361,460831,1,0,21,0,Healthcare,0.0,2,4.0,5,3
6363,464974,1,1,60,0,Artist,0.0,0,2.0,3,1
6364,465344,0,1,71,1,Lawyer,0.0,1,2.0,5,2
6365,460398,0,0,39,1,Entertainment,7.0,2,1.0,5,0
6367,459725,0,1,35,1,Artist,1.0,2,2.0,5,1
6368,466580,1,0,19,0,Healthcare,1.0,2,4.0,6,3
6369,464207,1,0,53,1,Artist,0.0,2,1.0,5,0
6370,461281,1,0,23,0,Healthcare,4.0,2,9.0,1,3
6373,463360,0,1,50,1,Artist,4.0,2,1.0,5,1
6374,461622,1,1,35,1,Executive,4.0,1,4.0,5,2
6375,462911,1,1,32,1,Doctor,11.0,0,2.0,5,0
6376,463963,0,1,33,0,Engineer,5.0,1,3.0,5,3
6377,467297,0,1,53,1,Artist,1.0,0,3.0,5,2
6378,461744,1,1,47,1,Artist,0.0,0,4.0,5,1
6379,464696,0,0,37,1,Engineer,0.0,2,1.0,3,0
6380,460929,1,1,50,1,Artist,0.0,0,4.0,5,2
6381,462840,0,0,23,0,Healthcare,9.0,2,3.0,5,3
6382,460251,0,0,30,1,Entertainment,9.0,2,1.0,5,3
6383,465476,0,0,28,0,Healthcare,3.0,2,2.0,5,0
6384,461534,1,1,39,1,Artist,1.0,2,1.0,5,1
6385,465097,1,1,81,0,Lawyer,1.0,1,2.0,5,0
6386,464391,0,1,65,0,Engineer,0.0,0,2.0,5,1
6389,460833,1,1,30,1,Healthcare,0.0,2,2.0,5,0
6390,464425,1,0,40,1,Artist,8.0,2,1.0,5,1
6391,462231,1,0,28,1,Artist,4.0,2,6.0,3,1
6392,464688,1,1,28,1,Doctor,0.0,2,9.0,3,3
6393,466141,0,1,60,1,Homemaker,1.0,2,4.0,5,2
6394,464435,1,1,48,1,Entertainment,1.0,2,3.0,5,0
6395,467824,1,1,70,1,Lawyer,3.0,2,1.0,5,3
6396,459670,0,1,39,1,Entertainment,7.0,0,2.0,5,1
6397,462515,1,1,42,0,Doctor,5.0,0,5.0,5,1
6398,461604,1,1,38,0,Entertainment,1.0,0,2.0,5,1
6399,462472,1,0,35,1,Artist,0.0,2,1.0,5,2
6400,465149,1,1,43,1,Entertainment,1.0,0,3.0,5,1
6401,459673,0,1,83,1,Lawyer,1.0,2,1.0,5,1
6402,465507,1,1,43,1,Artist,8.0,2,1.0,5,1
6403,467393,0,1,46,1,Artist,0.0,0,4.0,5,2
6404,460713,1,1,50,1,Doctor,0.0,0,3.0,5,1
6405,465366,0,0,38,1,Artist,8.0,2,1.0,5,1
6406,465073,1,1,69,0,Executive,1.0,1,2.0,5,2
6407,464626,0,1,38,1,Artist,1.0,0,2.0,5,2
6408,465450,0,0,26,1,Healthcare,0.0,2,3.0,5,3
6409,461157,1,0,37,0,Healthcare,0.0,2,5.0,2,0
6410,465032,1,1,72,1,Executive,0.0,1,2.0,5,2
6411,460965,1,1,52,1,Artist,1.0,0,4.0,5,1
6412,466166,1,1,85,1,Lawyer,1.0,1,2.0,3,0
6413,460131,0,0,29,1,Healthcare,6.0,2,3.0,5,3
6414,465577,1,0,26,0,Healthcare,0.0,2,4.0,2,2
6415,463334,0,0,33,1,Doctor,0.0,2,6.0,3,2
6416,462100,0,0,40,1,Healthcare,0.0,2,1.0,1,3
6418,467734,1,1,79,1,Lawyer,2.0,1,2.0,5,1
6420,465932,1,0,35,0,Artist,1.0,2,1.0,6,0
6421,460377,0,1,68,1,Lawyer,0.0,2,1.0,5,2
6424,466288,1,1,36,1,Artist,7.0,0,5.0,1,1
6425,459161,1,1,51,1,Executive,3.0,1,5.0,5,2
6427,466959,1,1,25,1,Artist,8.0,2,4.0,5,3
6430,463747,0,1,35,1,Artist,0.0,0,2.0,5,2
6431,460259,1,0,21,0,Healthcare,1.0,2,4.0,1,3
6432,464494,0,1,55,1,Artist,1.0,0,4.0,2,2
6434,466722,1,1,35,0,Executive,1.0,1,3.0,5,2
6435,460561,0,0,39,0,Engineer,6.0,2,1.0,2,2
6436,461522,1,1,83,0,Executive,1.0,1,2.0,5,3
6437,459039,1,1,45,1,Artist,1.0,0,2.0,5,2
6438,459452,1,1,40,1,Artist,9.0,2,2.0,5,2
6439,461713,0,0,27,1,Artist,1.0,2,5.0,5,2
6440,461567,1,1,51,0,Entertainment,7.0,0,3.0,5,2
6441,461495,1,1,35,1,Artist,1.0,0,3.0,5,1
6443,461781,1,1,57,1,Artist,0.0,2,2.0,5,2
6444,462126,1,1,20,0,Healthcare,1.0,0,4.0,6,3
6445,461247,0,0,49,1,Artist,4.0,2,1.0,5,0
6446,461620,1,0,52,1,Entertainment,1.0,2,2.0,5,1
6447,463286,1,1,35,1,Artist,1.0,0,3.0,5,2
6448,466553,1,1,39,1,Healthcare,1.0,2,3.0,5,3
6449,466239,1,1,69,1,Executive,0.0,2,2.0,3,1
6450,462393,0,0,26,1,Entertainment,6.0,2,2.0,5,3
6451,465502,1,1,36,1,Artist,8.0,2,4.0,3,3
6452,459337,0,1,25,1,Engineer,6.0,0,2.0,5,0
6453,466934,0,1,60,1,Artist,0.0,2,1.0,5,1
6454,467965,0,0,37,1,Healthcare,1.0,2,2.0,5,0
6455,465840,0,0,42,0,Artist,0.0,2,1.0,4,3
6456,465689,1,0,22,0,Healthcare,9.0,2,4.0,2,3
6457,462982,1,1,41,0,Doctor,2.0,0,4.0,5,0
6458,464262,1,1,75,0,Executive,0.0,2,1.0,5,3
6460,461687,0,1,77,1,Artist,0.0,1,2.0,5,1
6462,464499,1,1,43,1,Executive,1.0,1,4.0,5,1
6463,467778,0,0,31,1,Healthcare,8.0,2,4.0,5,2
6464,466280,1,0,33,0,Doctor,1.0,2,2.0,2,1
6465,463523,1,1,60,1,Executive,1.0,1,4.0,5,1
6466,462937,0,1,61,1,Artist,1.0,2,2.0,5,2
6467,460649,0,0,29,0,Homemaker,8.0,2,1.0,3,3
6468,460911,1,0,25,1,Healthcare,1.0,2,4.0,5,3
6469,462269,1,1,83,1,Artist,2.0,1,2.0,5,0
6470,459279,0,0,38,1,Artist,7.0,2,1.0,5,2
6471,461566,1,0,28,1,Artist,0.0,2,4.0,6,2
6472,462324,1,1,65,1,Entertainment,0.0,1,2.0,5,0
6473,463253,0,1,61,1,Doctor,0.0,0,4.0,6,1
6475,464667,0,1,51,0,Engineer,4.0,2,2.0,3,3
6476,462606,1,1,36,0,Executive,2.0,1,3.0,3,3
6477,466961,0,1,55,1,Artist,2.0,0,2.0,5,2
6479,459585,0,1,46,1,Artist,0.0,0,4.0,5,0
6480,459304,0,1,43,1,Artist,8.0,0,2.0,5,1
6481,462523,1,1,57,0,Doctor,4.0,2,3.0,3,1
6482,464805,1,1,35,0,Doctor,0.0,2,1.0,3,0
6483,465036,1,1,65,1,Artist,0.0,0,2.0,5,2
6484,467953,0,1,37,1,Artist,0.0,2,3.0,5,0
6485,464381,1,1,35,1,Artist,4.0,0,2.0,5,0
6486,466115,1,1,37,0,Executive,1.0,2,2.0,5,0
6487,467606,1,1,38,1,Executive,0.0,0,3.0,5,1
6488,466340,1,0,19,0,Healthcare,1.0,2,3.0,3,3
6491,459916,1,0,36,1,Artist,0.0,2,1.0,2,1
6492,462341,1,1,61,1,Artist,2.0,0,2.0,5,2
6493,467613,1,1,53,0,Artist,1.0,0,6.0,5,0
6494,462706,1,1,45,1,Artist,0.0,2,1.0,5,2
6496,466393,0,1,42,0,Entertainment,1.0,2,6.0,2,1
6498,461296,0,1,83,1,Lawyer,0.0,1,2.0,5,2
6499,463987,0,0,36,1,Artist,0.0,2,1.0,5,1
6501,463073,1,1,42,1,Artist,1.0,0,3.0,5,2
6502,466539,0,1,80,0,Lawyer,1.0,1,2.0,5,2
6503,463311,0,0,18,0,Healthcare,0.0,2,5.0,2,3
6505,461960,1,1,57,1,Entertainment,0.0,2,2.0,5,0
6506,461848,1,0,36,0,Marketing,0.0,2,2.0,5,3
6507,461963,0,0,43,1,Artist,8.0,2,1.0,5,0
6509,465477,1,0,31,0,Healthcare,1.0,2,3.0,1,1
6511,466472,1,0,38,1,Doctor,4.0,2,1.0,1,1
6512,467727,1,1,45,1,Artist,7.0,1,4.0,2,0
6513,459341,1,1,72,1,Lawyer,0.0,1,2.0,5,2
6514,466486,0,1,43,1,Doctor,9.0,2,2.0,3,0
6515,460284,0,0,29,1,Entertainment,8.0,2,2.0,5,0
6516,463704,1,0,45,1,Artist,1.0,2,2.0,5,0
6518,467061,0,0,29,1,Homemaker,13.0,2,1.0,5,0
6519,464545,1,0,43,1,Artist,7.0,2,3.0,5,0
6520,464239,0,1,42,0,Artist,0.0,0,3.0,5,0
6521,464996,1,1,47,0,Entertainment,9.0,0,6.0,5,2
6522,461339,1,0,26,1,Healthcare,1.0,2,3.0,5,1
6523,461581,0,1,60,1,Lawyer,1.0,1,3.0,5,2
6524,460623,1,1,41,1,Executive,5.0,2,2.0,0,0
6526,467407,1,0,27,1,Artist,7.0,2,3.0,5,3
6528,460055,0,0,46,1,Artist,8.0,2,1.0,5,2
6530,467032,0,0,25,1,Artist,2.0,2,2.0,5,0
6532,467225,0,0,22,0,Healthcare,1.0,2,3.0,5,3
6533,466509,1,1,56,0,Executive,1.0,0,3.0,5,1
6534,463087,0,1,35,1,Homemaker,9.0,0,2.0,3,1
6536,459535,1,1,50,1,Artist,8.0,0,2.0,5,2
6539,463636,1,0,33,0,Doctor,1.0,2,6.0,3,0
6540,466717,0,1,69,0,Entertainment,1.0,2,2.0,2,1
6541,466731,0,1,38,1,Engineer,4.0,2,2.0,3,0
6542,466201,1,1,42,1,Doctor,1.0,0,5.0,3,2
6543,467729,1,1,61,1,Entertainment,3.0,0,6.0,5,1
6544,460234,0,0,20,0,Healthcare,4.0,2,6.0,1,3
6545,464342,0,1,46,1,Engineer,1.0,0,2.0,5,2
6546,460915,1,1,40,0,Entertainment,5.0,2,4.0,2,3
6547,466002,1,1,51,1,Doctor,1.0,1,2.0,2,2
6548,459641,0,1,58,1,Artist,4.0,0,5.0,5,2
6549,463995,0,0,33,1,Healthcare,1.0,2,5.0,5,2
6550,463903,1,0,26,0,Entertainment,0.0,2,2.0,5,0
6551,466378,1,1,58,0,Executive,4.0,1,3.0,5,2
6552,459270,1,1,65,1,Homemaker,0.0,1,2.0,5,0
6553,461257,1,1,41,1,Engineer,1.0,0,2.0,3,2
6554,461667,1,1,42,1,Doctor,0.0,0,2.0,5,2
6555,465214,1,1,25,0,Engineer,14.0,2,1.0,5,3
6556,461212,0,0,30,0,Homemaker,10.0,2,6.0,5,3
6559,461697,1,1,79,0,Lawyer,1.0,2,1.0,5,3
6560,459913,0,1,51,0,Healthcare,0.0,1,3.0,3,3
6561,461288,1,0,26,1,Doctor,1.0,2,4.0,5,2
6562,465669,0,1,37,0,Entertainment,2.0,0,4.0,3,0
6563,460934,0,0,25,0,Doctor,0.0,2,2.0,5,3
6564,466785,1,0,41,1,Marketing,0.0,2,2.0,5,3
6565,465034,0,1,83,1,Executive,1.0,1,3.0,5,0
6566,463947,1,1,35,1,Entertainment,0.0,0,3.0,5,2
6567,465785,1,0,21,0,Healthcare,3.0,2,7.0,3,3
6568,462856,0,0,28,1,Engineer,0.0,2,3.0,5,3
6569,459898,1,1,45,1,Artist,0.0,0,2.0,5,2
6570,463790,1,1,51,0,Executive,0.0,2,4.0,3,1
6571,465487,1,0,25,1,Entertainment,1.0,2,3.0,5,0
6572,465147,1,0,29,1,Healthcare,2.0,2,3.0,5,2
6573,463405,1,1,45,0,Marketing,1.0,2,2.0,2,3
6575,464771,0,1,47,0,Engineer,8.0,0,5.0,3,1
6577,459152,0,0,40,1,Artist,8.0,2,2.0,5,1
6578,464605,0,1,65,1,Lawyer,1.0,2,1.0,5,0
6579,466481,1,0,40,1,Artist,2.0,2,1.0,2,1
6580,462097,1,1,42,1,Doctor,8.0,0,2.0,1,1
6581,460636,1,1,45,1,Artist,2.0,0,3.0,2,3
6582,463174,0,1,58,1,Engineer,1.0,2,1.0,2,0
6583,463239,0,0,30,0,Doctor,1.0,2,3.0,1,3
6584,460081,1,1,35,1,Artist,10.0,1,2.0,5,1
6585,466891,0,1,53,0,Homemaker,9.0,2,1.0,5,0
6586,463519,0,1,58,1,Artist,0.0,0,2.0,5,2
6587,467632,0,1,88,1,Artist,1.0,1,2.0,5,2
6588,465339,0,0,27,0,Marketing,0.0,2,3.0,1,2
6589,467611,1,0,39,1,Artist,9.0,2,1.0,5,0
6591,465481,0,0,28,0,Artist,1.0,2,4.0,3,1
6592,459095,1,1,35,0,Entertainment,9.0,2,3.0,0,0
6593,464896,1,1,76,0,Executive,1.0,1,2.0,3,0
6594,460414,0,0,33,1,Healthcare,0.0,2,1.0,5,3
6595,461420,0,1,59,1,Doctor,5.0,2,2.0,5,0
6596,463375,0,1,45,1,Doctor,0.0,2,1.0,3,1
6598,463796,0,0,33,0,Engineer,1.0,2,3.0,5,3
6599,459236,0,1,86,0,Lawyer,0.0,1,2.0,5,1
6601,466576,0,0,20,0,Healthcare,0.0,2,4.0,5,3
6603,462012,0,0,25,0,Healthcare,0.0,2,8.0,6,1
6605,462533,0,0,33,1,Entertainment,0.0,2,3.0,5,0
6606,460171,0,1,62,1,Artist,0.0,1,2.0,5,2
6607,466385,0,1,55,1,Artist,4.0,0,4.0,6,2
6608,465418,1,0,39,1,Artist,0.0,2,1.0,0,0
6609,464411,1,0,30,1,Healthcare,3.0,2,6.0,6,3
6610,463254,0,1,37,0,Executive,0.0,1,2.0,0,0
6611,461456,0,0,40,0,Marketing,0.0,2,1.0,5,0
6612,461557,1,0,38,1,Artist,6.0,2,4.0,1,0
6613,462946,1,1,52,0,Artist,1.0,2,2.0,5,0
6614,463616,0,1,48,0,Engineer,1.0,0,5.0,2,1
6615,462593,0,1,60,0,Engineer,1.0,0,5.0,3,1
6616,464693,0,0,36,1,Engineer,9.0,2,1.0,3,0
6617,459618,1,1,59,1,Doctor,0.0,0,2.0,3,2
6618,466494,1,1,71,0,Entertainment,0.0,0,3.0,5,0
6620,462432,1,1,37,1,Executive,1.0,0,2.0,5,1
6621,464268,0,0,51,1,Artist,0.0,2,1.0,5,0
6622,461305,1,0,22,0,Healthcare,1.0,2,3.0,5,3
6623,462006,1,1,28,1,Artist,1.0,0,2.0,5,1
6624,463917,0,0,22,0,Healthcare,1.0,2,8.0,3,3
6625,463979,0,1,48,1,Homemaker,1.0,1,2.0,1,2
6626,465780,0,0,23,0,Healthcare,1.0,2,4.0,5,3
6627,464795,0,0,31,0,Engineer,1.0,2,8.0,3,0
6628,467596,1,1,37,0,Artist,1.0,2,5.0,2,2
6629,459250,1,1,50,1,Doctor,1.0,0,4.0,5,2
6631,460468,0,0,50,1,Executive,1.0,2,1.0,5,0
6632,466131,0,0,43,1,Artist,1.0,2,1.0,5,3
6633,461311,1,0,20,0,Marketing,0.0,2,4.0,5,2
6634,464067,0,0,28,1,Entertainment,0.0,2,4.0,1,1
6635,462299,0,0,33,0,Healthcare,7.0,2,6.0,5,2
6636,466165,0,0,49,1,Artist,0.0,2,1.0,1,1
6638,460237,0,0,40,1,Healthcare,9.0,2,1.0,3,3
6639,459087,0,0,21,0,Doctor,0.0,2,3.0,5,2
6640,464971,0,1,36,0,Engineer,1.0,2,5.0,3,0
6641,460472,1,1,49,0,Doctor,1.0,0,3.0,3,0
6642,461145,0,1,36,1,Entertainment,0.0,2,2.0,2,0
6645,465960,0,0,32,1,Marketing,8.0,2,1.0,5,3
6646,462561,0,1,48,1,Artist,4.0,0,2.0,5,2
6649,466015,1,1,69,0,Entertainment,3.0,2,8.0,5,0
6651,463196,0,1,67,1,Engineer,1.0,2,1.0,5,0
6652,463598,0,1,32,0,Engineer,3.0,2,2.0,5,2
6655,461988,1,1,36,0,Engineer,0.0,0,2.0,5,1
6656,461635,1,1,43,1,Executive,6.0,1,3.0,5,2
6657,464687,1,1,36,1,Artist,9.0,0,5.0,3,3
6659,459685,1,1,36,1,Artist,0.0,0,2.0,6,2
6660,466617,0,0,23,0,Healthcare,4.0,2,3.0,5,3
6661,465973,0,1,50,1,Artist,8.0,0,2.0,5,1
6662,459312,1,0,22,0,Healthcare,1.0,2,4.0,3,3
6664,467863,0,1,35,1,Doctor,0.0,0,3.0,5,2
6665,461659,0,1,52,1,Artist,0.0,0,2.0,5,2
6666,466272,0,1,68,1,Lawyer,0.0,0,3.0,5,2
6667,459292,1,0,46,1,Artist,1.0,2,2.0,5,2
6669,463710,1,0,49,1,Entertainment,0.0,2,1.0,1,1
6670,463856,1,1,37,1,Artist,0.0,0,2.0,3,2
6671,467545,1,1,53,1,Artist,9.0,0,2.0,5,1
6672,466027,0,1,70,0,Engineer,7.0,2,1.0,2,1
6673,460409,0,0,43,1,Artist,8.0,2,4.0,5,3
6674,465342,1,1,83,1,Executive,0.0,1,2.0,5,0
6675,460249,0,0,25,1,Entertainment,9.0,2,2.0,5,0
6676,464231,1,1,45,1,Artist,0.0,0,4.0,5,2
6677,461676,0,0,29,1,Engineer,1.0,2,1.0,5,0
6679,467597,0,1,65,1,Lawyer,0.0,2,1.0,5,0
6680,459256,0,1,46,1,Artist,0.0,1,4.0,5,1
6681,459962,1,1,59,1,Artist,8.0,2,1.0,5,1
6682,463546,0,0,30,1,Healthcare,0.0,2,2.0,5,2
6683,464197,1,1,29,0,Healthcare,5.0,2,2.0,5,3
6684,465146,1,1,58,1,Artist,9.0,2,1.0,5,1
6685,462412,1,1,71,0,Artist,1.0,2,5.0,5,2
6686,464279,1,1,53,0,Executive,1.0,2,5.0,5,0
6688,463381,1,1,36,1,Doctor,8.0,0,4.0,2,2
6689,464230,1,0,33,0,Engineer,0.0,2,4.0,0,3
6690,465394,1,0,32,1,Engineer,0.0,2,3.0,3,1
6692,461105,0,0,49,1,Entertainment,0.0,2,1.0,2,3
6693,464328,1,1,84,0,Lawyer,1.0,1,2.0,5,1
6694,462797,1,1,30,1,Healthcare,0.0,2,4.0,5,0
6695,461008,1,0,26,0,Healthcare,1.0,2,4.0,2,0
6696,461412,0,1,41,1,Artist,5.0,1,3.0,4,1
6697,462283,1,0,25,0,Healthcare,4.0,2,5.0,5,3
6698,467683,1,1,26,1,Healthcare,9.0,1,3.0,1,3
6699,463727,0,0,27,0,Doctor,0.0,2,5.0,2,0
6701,459497,0,1,80,1,Lawyer,0.0,2,1.0,5,2
6702,464407,0,1,50,1,Healthcare,1.0,2,3.0,5,3
6704,465116,0,1,66,1,Artist,0.0,2,2.0,5,2
6705,462957,1,1,58,0,Executive,1.0,1,5.0,5,1
6706,465292,0,0,42,1,Doctor,0.0,2,3.0,5,1
6707,464359,0,0,37,1,Artist,0.0,2,3.0,5,1
6708,461838,1,1,49,1,Artist,0.0,2,1.0,5,2
6709,464624,1,0,39,1,Entertainment,3.0,2,2.0,0,0
6711,466705,1,1,69,0,Lawyer,0.0,2,3.0,5,2
6712,459849,0,1,50,1,Artist,1.0,1,5.0,5,2
6713,463273,1,1,37,1,Entertainment,8.0,0,2.0,2,1
6714,461551,1,1,61,0,Entertainment,1.0,2,2.0,5,0
6715,464129,1,1,52,1,Executive,1.0,1,4.0,0,2
6716,464031,0,0,23,0,Healthcare,1.0,2,4.0,5,3
6719,460791,0,0,27,1,Engineer,9.0,2,7.0,2,2
6720,464348,1,0,43,1,Artist,1.0,2,2.0,5,0
6721,460904,0,0,35,0,Entertainment,1.0,2,1.0,5,1
6722,466484,0,1,52,0,Executive,1.0,2,1.0,2,0
6725,461674,1,1,48,1,Executive,0.0,1,4.0,5,2
6727,464297,1,0,26,0,Artist,8.0,2,5.0,4,0
6728,462322,0,0,49,1,Artist,1.0,2,2.0,1,2
6729,459974,1,0,37,1,Entertainment,0.0,2,1.0,5,0
6730,461003,1,0,30,0,Executive,13.0,2,4.0,2,3
6731,464939,1,0,43,0,Entertainment,0.0,2,1.0,3,3
6732,461905,0,0,42,1,Artist,0.0,2,3.0,5,2
6733,466952,1,1,60,1,Artist,0.0,0,2.0,5,2
6735,460484,0,0,23,0,Healthcare,4.0,2,7.0,2,3
6736,462346,1,1,81,1,Lawyer,9.0,2,1.0,5,1
6737,465441,0,1,45,1,Engineer,2.0,2,1.0,3,0
6738,461689,1,0,33,1,Artist,1.0,2,2.0,5,2
6739,464846,1,0,25,0,Entertainment,8.0,2,2.0,3,3
6740,462254,1,1,38,0,Executive,1.0,0,5.0,1,1
6741,462708,1,1,25,1,Executive,8.0,1,2.0,5,0
6742,467806,1,1,62,1,Artist,1.0,1,2.0,5,1
6743,461173,1,1,45,1,Artist,1.0,2,4.0,2,1
6744,465912,0,0,63,1,Artist,1.0,2,2.0,5,1
6745,461341,0,1,39,1,Artist,0.0,1,2.0,5,0
6746,465135,0,0,25,0,Engineer,1.0,2,1.0,5,1
6747,461654,0,0,67,1,Artist,0.0,2,1.0,6,1
6748,459147,1,1,81,1,Entertainment,1.0,2,1.0,5,3
6749,464611,1,0,31,1,Artist,1.0,2,4.0,6,2
6750,460356,1,0,22,0,Healthcare,1.0,2,4.0,5,3
6752,461591,0,0,33,0,Engineer,1.0,2,2.0,3,1
6753,466505,0,1,42,0,Artist,8.0,1,5.0,5,1
6755,464717,1,1,25,0,Executive,4.0,1,8.0,3,3
6757,464620,0,1,41,1,Artist,1.0,1,2.0,5,1
6758,462333,0,1,40,1,Artist,1.0,2,1.0,5,3
6759,463910,0,1,50,1,Artist,0.0,0,2.0,5,2
6761,459262,0,0,31,0,Entertainment,9.0,2,4.0,5,2
6762,467808,0,1,63,1,Artist,0.0,0,2.0,5,2
6763,460992,1,1,57,0,Executive,0.0,1,4.0,5,0
6764,459950,0,0,40,1,Artist,0.0,2,1.0,5,0
6766,467461,0,1,45,1,Artist,8.0,1,3.0,5,1
6768,464177,1,0,25,1,Healthcare,1.0,2,3.0,5,3
6769,463918,0,0,22,0,Healthcare,0.0,2,4.0,3,3
6770,464326,0,0,38,1,Artist,1.0,2,3.0,5,0
6771,465612,1,1,37,1,Artist,9.0,0,2.0,5,2
6772,463872,1,1,78,0,Lawyer,1.0,1,2.0,1,0
6773,466883,0,1,37,1,Artist,2.0,0,2.0,5,1
6774,467477,1,1,43,1,Healthcare,5.0,0,2.0,5,3
6775,461307,1,0,23,0,Healthcare,1.0,2,4.0,5,3
6776,463509,1,0,43,0,Artist,0.0,2,1.0,2,3
6777,461470,1,1,43,1,Artist,2.0,0,2.0,5,2
6778,466138,1,1,71,0,Lawyer,3.0,1,2.0,5,3
6779,460034,0,1,38,1,Artist,8.0,2,1.0,5,3
6782,465088,1,1,48,1,Executive,9.0,1,4.0,5,1
6784,462375,1,1,53,1,Artist,1.0,0,3.0,5,2
6785,466337,0,1,41,0,Engineer,0.0,2,2.0,3,0
6786,465924,0,0,28,1,Marketing,0.0,2,2.0,5,3
6787,465788,1,0,22,0,Healthcare,1.0,2,6.0,3,3
6789,463934,0,1,43,1,Artist,3.0,0,2.0,5,2
6791,466728,1,1,28,0,Doctor,0.0,0,2.0,5,0
6792,461737,0,1,48,1,Doctor,1.0,0,6.0,3,1
6793,460972,1,1,42,1,Artist,14.0,2,2.0,5,0
6794,461210,0,0,38,1,Healthcare,0.0,2,4.0,5,0
6795,463111,0,0,42,1,Engineer,6.0,2,3.0,5,3
6796,465513,1,0,43,1,Entertainment,1.0,2,2.0,5,1
6797,461732,0,1,46,1,Artist,1.0,0,2.0,1,2
6798,459647,0,0,43,1,Engineer,1.0,2,2.0,5,1
6799,460257,0,0,28,1,Healthcare,1.0,2,6.0,5,3
6800,464437,0,1,48,1,Engineer,0.0,0,4.0,5,1
6801,461544,1,1,82,0,Lawyer,1.0,1,2.0,5,0
6802,462749,1,1,49,1,Artist,1.0,2,2.0,5,2
6803,461472,0,1,41,1,Artist,0.0,0,2.0,5,2
6804,467659,1,1,66,1,Entertainment,0.0,0,2.0,5,1
6805,466859,1,0,22,0,Healthcare,0.0,2,5.0,1,3
6806,460101,0,0,31,1,Healthcare,9.0,2,3.0,2,3
6807,461885,0,1,49,1,Artist,3.0,1,5.0,5,2
6808,460982,1,1,77,0,Lawyer,1.0,1,2.0,5,0
6809,460503,1,0,41,1,Entertainment,0.0,2,2.0,2,1
6810,460814,1,1,78,0,Entertainment,0.0,2,1.0,5,3
6811,459981,1,0,41,1,Artist,7.0,2,1.0,5,0
6812,463776,0,1,39,1,Artist,3.0,0,2.0,5,2
6813,467746,1,1,50,1,Executive,0.0,1,3.0,5,1
6814,460151,1,1,35,1,Artist,3.0,0,2.0,5,2
6815,467145,0,1,52,1,Doctor,1.0,0,3.0,5,1
6817,461101,0,1,50,1,Engineer,4.0,0,4.0,2,0
6819,461424,1,1,63,0,Healthcare,0.0,0,4.0,3,1
6820,464237,0,1,47,1,Artist,0.0,2,3.0,5,1
6822,459995,0,0,38,0,Artist,4.0,2,2.0,5,0
6823,465896,1,0,32,0,Doctor,2.0,2,2.0,5,3
6824,463639,1,0,31,0,Healthcare,0.0,2,6.0,5,3
6825,463292,1,1,36,0,Executive,1.0,1,3.0,5,1
6826,462484,1,1,67,1,Artist,0.0,2,1.0,5,3
6828,465198,1,1,53,1,Entertainment,8.0,0,4.0,5,2
6829,467820,1,1,51,1,Artist,0.0,2,1.0,2,1
6830,465817,1,1,56,0,Executive,0.0,2,2.0,3,0
6832,464244,1,1,72,1,Executive,1.0,1,4.0,5,1
6833,465717,0,1,42,1,Artist,2.0,0,2.0,5,2
6834,460461,0,1,26,0,Homemaker,9.0,0,2.0,2,0
6836,466931,1,0,37,1,Entertainment,1.0,2,2.0,2,0
6837,461106,1,0,18,0,Healthcare,1.0,2,4.0,2,3
6839,463379,1,0,29,0,Marketing,1.0,2,7.0,5,3
6840,459331,0,0,70,1,Lawyer,0.0,2,1.0,5,3
6841,466396,0,0,19,0,Healthcare,1.0,2,5.0,2,3
6842,463135,1,1,46,1,Artist,5.0,0,2.0,2,2
6843,463418,1,1,53,0,Executive,1.0,1,4.0,5,0
6844,467300,0,1,50,1,Artist,0.0,2,1.0,5,1
6845,465518,0,1,43,1,Artist,1.0,0,3.0,3,1
6846,461964,0,0,23,0,Healthcare,0.0,2,4.0,6,3
